blind_id,task,repeat,condition,round,source,brief_intent_alignment,clarity_information_hierarchy,visual_system_craft,expressiveness_distinctiveness,overall
TG05_I009,ab000005,2,SELF,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/SELF/problems/ab000005/candidates/r4.png,65,68,66,66,62
TG05_I010,ab000005,1,AXES,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/AXES/problems/ab000005/candidates/r5.png,59,54,58,60,51
TG05_I011,ab000005,2,MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000005/candidates/r2.png,65,68,63,72,60
TG05_I012,ab000005,2,FUSED,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/FUSED/problems/ab000005/candidates/r3.png,70,65,68,65,63
TG05_I013,ab000005,0,MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/MAD/problems/ab000005/candidates/r3.png,69,70,64,67,63
TG05_I014,ab000005,0,MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/MAD/problems/ab000005/candidates/r2.png,64,67,70,66,64
TG05_I015,ab000005,2,CEN_MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000005/candidates/r1.png,62,66,65,71,64
TG05_I016,ab000005,1,AXES,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/AXES/problems/ab000005/candidates/r4.png,60,60,58,57,53
TG05_I017,ab000005,0,FUSED,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/FUSED/problems/ab000005/candidates/r2.png,65,68,63,72,67
TG05_I018,ab000005,0,FUSED,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/FUSED/problems/ab000005/candidates/r4.png,65,62,63,63,65
TG05_I019,ab000005,1,FUSED,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/FUSED/problems/ab000005/candidates/r3.png,64,62,62,69,67
TG05_I020,ab000005,0,FUSED,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/FUSED/problems/ab000005/candidates/r5.png,65,68,70,66,60
TG05_I021,ab000005,2,AXES,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/AXES/problems/ab000005/candidates/r1.png,57,59,61,57,55
TG05_I022,ab000005,0,FUSED,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/FUSED/problems/ab000005/candidates/r1.png,71,71,65,68,64
TG05_I023,ab000005,2,FUSED,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/FUSED/problems/ab000005/candidates/r5.png,64,67,70,71,67
TG05_I024,ab000005,0,SELF,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/SELF/problems/ab000005/candidates/r4.png,64,67,66,71,69
TG05_I025,ab000005,2,FUSED,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/FUSED/problems/ab000005/candidates/r1.png,69,64,64,64,65
TG05_I026,ab000005,2,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000005/candidates/r2.png,72,71,65,73,62
TG05_I027,ab000005,0,SELF,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/SELF/problems/ab000005/candidates/r2.png,66,68,70,66,65
TG05_I028,ab000005,1,SELF,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/SELF/problems/ab000005/candidates/r2.png,59,60,54,63,51
TG05_I029,ab000005,1,R0,0,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/R0/problems/ab000005/candidates/r0.png,59,60,58,63,55
TG05_I030,ab000005,0,AXES,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/AXES/problems/ab000005/candidates/r5.png,64,67,62,66,69
TG05_I031,ab000005,0,AXES,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/AXES/problems/ab000005/candidates/r4.png,69,70,68,73,65
TG05_I032,ab000005,1,SELF,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/SELF/problems/ab000005/candidates/r3.png,53,51,59,53,56
TG05_I033,ab000005,1,MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/MAD/problems/ab000005/candidates/r2.png,59,54,58,54,53
TG05_I034,ab000005,1,FUSED,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/FUSED/problems/ab000005/candidates/r2.png,62,61,69,68,68
TG05_I035,ab000005,2,FUSED,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/FUSED/problems/ab000005/candidates/r4.png,62,66,69,65,60
TG05_I036,ab000005,1,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/CEN_MAD/problems/ab000005/candidates/r3.png,63,67,69,66,64
TG05_I037,ab000005,2,SELF,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/SELF/problems/ab000005/candidates/r5.png,63,67,66,71,69
TG05_I038,ab000005,0,MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/MAD/problems/ab000005/candidates/r4.png,62,66,62,65,68
TG05_I039,ab000005,0,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/CEN_MAD/problems/ab000005/candidates/r3.png,68,69,64,72,67
TG05_I040,ab000005,2,AXES,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/AXES/problems/ab000005/candidates/r2.png,67,63,67,64,69
TG05_I041,ab000005,0,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/CEN_MAD/problems/ab000005/candidates/r2.png,70,65,68,65,63
TG05_I042,ab000005,1,CEN_MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/CEN_MAD/problems/ab000005/candidates/r1.png,66,63,63,69,63
TG05_I043,ab000005,0,AXES,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/AXES/problems/ab000005/candidates/r3.png,62,66,62,71,66
TG05_I044,ab000005,0,FUSED,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/FUSED/problems/ab000005/candidates/r3.png,68,64,67,64,63
TG05_I045,ab000005,2,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000005/candidates/r5.png,68,64,71,64,61
TG05_I046,ab000005,0,MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/MAD/problems/ab000005/candidates/r5.png,62,61,69,68,68
TG05_I047,ab000005,2,AXES,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/AXES/problems/ab000005/candidates/r5.png,61,55,58,60,51
TG05_I048,ab000005,1,MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/MAD/problems/ab000005/candidates/r1.png,70,70,68,73,70
TG05_I049,ab000005,1,SELF,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/SELF/problems/ab000005/candidates/r5.png,61,55,55,55,51
TG05_I050,ab000005,2,MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000005/candidates/r1.png,52,51,52,53,50
TG05_I051,ab000005,0,AXES,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/AXES/problems/ab000005/candidates/r1.png,65,68,66,72,65
TG05_I052,ab000005,0,AXES,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/AXES/problems/ab000005/candidates/r2.png,63,61,66,68,64
TG05_I053,ab000005,0,SELF,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/SELF/problems/ab000005/candidates/r5.png,72,71,69,73,70
TG05_I054,ab000005,1,MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/MAD/problems/ab000005/candidates/r5.png,66,68,70,72,63
TG05_I055,ab000005,2,MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000005/candidates/r5.png,57,53,53,59,57
TG05_I056,ab000005,0,MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/MAD/problems/ab000005/candidates/r1.png,72,71,65,68,64
TG05_I057,ab000005,2,AXES,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/AXES/problems/ab000005/candidates/r4.png,59,60,58,57,53
TG05_I058,ab000005,0,SELF,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/SELF/problems/ab000005/candidates/r3.png,68,69,67,67,63
TG05_I059,ab000005,1,SELF,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/SELF/problems/ab000005/candidates/r1.png,60,55,62,55,51
TG05_I060,ab000005,2,MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000005/candidates/r4.png,62,61,55,63,58
TG05_I061,ab000005,2,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000005/candidates/r4.png,61,61,55,63,51
TG05_I062,ab000005,2,MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000005/candidates/r3.png,61,55,62,55,58
TG05_I063,ab000005,1,SELF,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/SELF/problems/ab000005/candidates/r4.png,60,60,54,57,53
TG05_I064,ab000005,2,SELF,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/SELF/problems/ab000005/candidates/r3.png,65,68,63,72,60
TG05_I065,ab000005,2,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000005/candidates/r3.png,71,65,65,65,66
TG05_I066,ab000005,1,FUSED,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/FUSED/problems/ab000005/candidates/r1.png,72,71,72,68,66
TG05_I067,ab000005,2,AXES,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/AXES/problems/ab000005/candidates/r3.png,60,60,62,57,56
TG05_I068,ab000005,1,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/CEN_MAD/problems/ab000005/candidates/r4.png,57,53,61,54,57
TG05_I069,ab000005,0,SELF,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/SELF/problems/ab000005/candidates/r1.png,69,64,64,64,61
TG05_I070,ab000005,0,R0,0,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/R0/problems/ab000005/candidates/r0.png,67,63,71,69,69
TG05_I071,ab000005,1,FUSED,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/FUSED/problems/ab000005/candidates/r5.png,67,63,67,69,61
TG05_I072,ab000005,0,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/CEN_MAD/problems/ab000005/candidates/r4.png,69,70,71,67,61
TG05_I073,ab000005,1,MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/MAD/problems/ab000005/candidates/r4.png,59,54,58,54,53
TG05_I074,ab000005,2,FUSED,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/FUSED/problems/ab000005/candidates/r2.png,69,70,64,73,68
TG05_I075,ab000005,1,FUSED,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/FUSED/problems/ab000005/candidates/r4.png,65,68,63,66,69
TG05_I076,ab000005,1,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/CEN_MAD/problems/ab000005/candidates/r2.png,68,64,71,70,70
TG05_I077,ab000005,0,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/CEN_MAD/problems/ab000005/candidates/r5.png,55,52,56,59,55
TG05_I078,ab000005,1,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/CEN_MAD/problems/ab000005/candidates/r5.png,53,51,59,53,56
TG06_I001,ab000006,0,FUSED,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/FUSED/problems/ab000006/candidates/r5.png,73,75,73,78,71
TG06_I002,ab000006,0,SELF,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/SELF/problems/ab000006/candidates/r1.png,72,74,69,72,75
TG06_I003,ab000006,1,SELF,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/SELF/problems/ab000006/candidates/r3.png,75,76,70,79,67
TG06_I004,ab000006,2,FUSED,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/FUSED/problems/ab000006/candidates/r4.png,76,76,70,79,67
TG06_I005,ab000006,1,FUSED,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/FUSED/problems/ab000006/candidates/r5.png,72,74,73,72,73
TG06_I006,ab000006,0,AXES,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/AXES/problems/ab000006/candidates/r5.png,77,71,78,76,72
TG06_I007,ab000006,0,AXES,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/AXES/problems/ab000006/candidates/r1.png,76,71,78,71,74
TG06_I008,ab000006,2,MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000006/candidates/r3.png,72,69,73,70,69
TG06_I009,ab000006,2,CEN_MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000006/candidates/r1.png,75,70,70,70,71
TG06_I010,ab000006,2,AXES,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/AXES/problems/ab000006/candidates/r1.png,74,70,73,76,67
TG06_I011,ab000006,0,FUSED,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/FUSED/problems/ab000006/candidates/r2.png,77,77,74,79,76
TG06_I012,ab000006,2,R0,0,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/R0/problems/ab000006/candidates/r0.png,73,75,73,73,73
TG06_I013,ab000006,0,SELF,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/SELF/problems/ab000006/candidates/r2.png,77,77,78,74,67
TG06_I014,ab000006,1,FUSED,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/FUSED/problems/ab000006/candidates/r4.png,69,67,68,74,72
TG06_I015,ab000006,2,FUSED,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/FUSED/problems/ab000006/candidates/r3.png,78,72,71,71,72
TG06_I016,ab000006,2,FUSED,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/FUSED/problems/ab000006/candidates/r1.png,72,69,73,70,75
TG06_I017,ab000006,1,SELF,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/SELF/problems/ab000006/candidates/r2.png,75,70,70,76,69
TG06_I018,ab000006,2,MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000006/candidates/r4.png,69,73,68,77,72
TG06_I019,ab000006,0,SELF,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/SELF/problems/ab000006/candidates/r4.png,78,72,78,77,72
TG06_I020,ab000006,1,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/CEN_MAD/problems/ab000006/candidates/r5.png,69,73,75,77,72
TG06_I021,ab000006,1,FUSED,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/FUSED/problems/ab000006/candidates/r1.png,76,71,70,76,74
TG06_I022,ab000006,0,AXES,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/AXES/problems/ab000006/candidates/r3.png,72,74,76,72,66
TG06_I023,ab000006,1,FUSED,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/FUSED/problems/ab000006/candidates/r2.png,71,74,69,72,68
TG06_I024,ab000006,2,SELF,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/SELF/problems/ab000006/candidates/r5.png,74,70,77,76,71
TG06_I025,ab000006,1,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/CEN_MAD/problems/ab000006/candidates/r4.png,69,67,75,69,72
TG06_I026,ab000006,1,MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/MAD/problems/ab000006/candidates/r5.png,78,77,75,74,70
TG06_I027,ab000006,0,SELF,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/SELF/problems/ab000006/candidates/r3.png,73,69,73,70,69
TG06_I028,ab000006,1,MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/MAD/problems/ab000006/candidates/r2.png,74,75,73,78,71
TG06_I029,ab000006,1,AXES,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/AXES/problems/ab000006/candidates/r5.png,72,69,69,75,73
TG06_I030,ab000006,0,MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/MAD/problems/ab000006/candidates/r5.png,72,69,69,70,71
TG06_I031,ab000006,0,CEN_MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/CEN_MAD/problems/ab000006/candidates/r1.png,75,70,77,70,67
TG06_I032,ab000006,0,SELF,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/SELF/problems/ab000006/candidates/r5.png,77,71,78,76,76
TG06_I033,ab000006,0,AXES,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/AXES/problems/ab000006/candidates/r2.png,77,77,71,79,74
TG06_I034,ab000006,1,MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/MAD/problems/ab000006/candidates/r4.png,70,73,68,77,66
TG06_I035,ab000006,1,AXES,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/AXES/problems/ab000006/candidates/r4.png,74,70,70,76,73
TG06_I036,ab000006,2,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000006/candidates/r2.png,73,69,73,75,71
TG06_I037,ab000006,1,SELF,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/SELF/problems/ab000006/candidates/r4.png,71,74,69,78,73
TG06_I038,ab000006,1,AXES,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/AXES/problems/ab000006/candidates/r1.png,72,69,69,75,73
TG06_I039,ab000006,2,FUSED,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/FUSED/problems/ab000006/candidates/r5.png,70,68,76,75,75
TG06_I040,ab000006,1,R0,0,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/R0/problems/ab000006/candidates/r0.png,78,77,71,79,68
TG06_I041,ab000006,1,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/CEN_MAD/problems/ab000006/candidates/r2.png,72,69,76,75,71
TG06_I042,ab000006,0,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/CEN_MAD/problems/ab000006/candidates/r4.png,76,76,78,73,67
TG06_I043,ab000006,2,AXES,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/AXES/problems/ab000006/candidates/r4.png,69,73,75,77,68
TG06_I044,ab000006,1,SELF,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/SELF/problems/ab000006/candidates/r5.png,78,72,71,77,70
TG06_I045,ab000006,1,AXES,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/AXES/problems/ab000006/candidates/r2.png,78,77,75,79,76
TG06_I046,ab000006,0,FUSED,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/FUSED/problems/ab000006/candidates/r4.png,75,76,74,79,71
TG06_I047,ab000006,0,AXES,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/AXES/problems/ab000006/candidates/r4.png,71,68,69,69,71
TG06_I048,ab000006,2,MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000006/candidates/r5.png,73,69,73,70,75
TG06_I049,ab000006,0,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/CEN_MAD/problems/ab000006/candidates/r3.png,78,77,71,79,68
TG06_I050,ab000006,2,AXES,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/AXES/problems/ab000006/candidates/r2.png,72,74,73,78,75
TG06_I051,ab000006,0,FUSED,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/FUSED/problems/ab000006/candidates/r3.png,73,75,73,78,71
TG06_I052,ab000006,0,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/CEN_MAD/problems/ab000006/candidates/r5.png,68,72,71,77,70
TG06_I053,ab000006,2,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000006/candidates/r3.png,70,68,76,69,66
TG06_I054,ab000006,1,MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/MAD/problems/ab000006/candidates/r1.png,72,69,76,75,71
TG06_I055,ab000006,2,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000006/candidates/r5.png,76,71,74,71,76
TG06_I056,ab000006,1,MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/MAD/problems/ab000006/candidates/r3.png,78,77,75,74,70
TG06_I057,ab000006,2,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/CEN_MAD/problems/ab000006/candidates/r4.png,73,75,69,78,67
TG06_I058,ab000006,1,SELF,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/SELF/problems/ab000006/candidates/r1.png,71,74,69,78,73
TG06_I059,ab000006,1,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/CEN_MAD/problems/ab000006/candidates/r3.png,69,67,68,74,68
TG06_I060,ab000006,0,MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/MAD/problems/ab000006/candidates/r4.png,71,74,72,72,73
TG06_I061,ab000006,2,SELF,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/SELF/problems/ab000006/candidates/r1.png,77,77,74,79,72
TG06_I062,ab000006,0,MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/MAD/problems/ab000006/candidates/r1.png,70,73,72,72,68
TG06_I063,ab000006,2,MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000006/candidates/r1.png,70,68,76,69,66
TG06_I064,ab000006,2,AXES,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/AXES/problems/ab000006/candidates/r5.png,76,76,70,79,74
TG06_I065,ab000006,0,FUSED,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/FUSED/problems/ab000006/candidates/r1.png,77,77,74,74,70
TG06_I066,ab000006,2,AXES,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/AXES/problems/ab000006/candidates/r3.png,77,77,78,74,67
TG06_I067,ab000006,1,CEN_MAD,1,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/CEN_MAD/problems/ab000006/candidates/r1.png,73,69,73,75,71
TG06_I068,ab000006,1,AXES,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/AXES/problems/ab000006/candidates/r3.png,72,74,73,78,75
TG06_I069,ab000006,0,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/CEN_MAD/problems/ab000006/candidates/r2.png,70,68,68,75,68
TG06_I070,ab000006,2,FUSED,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/FUSED/problems/ab000006/candidates/r2.png,68,72,71,77,70
TG06_I071,ab000006,0,MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/MAD/problems/ab000006/candidates/r2.png,70,73,68,72,68
TG06_I072,ab000006,1,FUSED,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/a/FUSED/problems/ab000006/candidates/r3.png,70,68,68,69,66
TG06_I073,ab000006,2,MAD,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/MAD/problems/ab000006/candidates/r2.png,76,76,74,73,69
TG06_I074,ab000006,0,MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/MAD/problems/ab000006/candidates/r3.png,78,72,71,77,74
TG06_I075,ab000006,2,SELF,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/SELF/problems/ab000006/candidates/r2.png,71,74,69,72,75
TG06_I076,ab000006,2,SELF,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/SELF/problems/ab000006/candidates/r3.png,76,76,78,73,72
TG06_I077,ab000006,0,R0,0,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/a/R0/problems/ab000006/candidates/r0.png,74,75,70,73,76
TG06_I078,ab000006,2,SELF,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/a/SELF/problems/ab000006/candidates/r4.png,68,72,68,77,66
TG07_I001,ab000007,0,MAD,3,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/b/MAD/problems/ab000007/candidates/r3.png,68,68,65,65,67
TG07_I002,ab000007,2,AXES,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/b/AXES/problems/ab000007/candidates/r4.png,63,58,60,60,62
TG07_I003,ab000007,0,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/b/CEN_MAD/problems/ab000007/candidates/r4.png,61,56,58,58,55
TG07_I004,ab000007,0,AXES,2,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/b/AXES/problems/ab000007/candidates/r2.png,66,61,58,63,60
TG07_I005,ab000007,2,SELF,4,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_2/shards/b/SELF/problems/ab000007/candidates/r4.png,69,69,66,71,68
TG07_I006,ab000007,0,R0,0,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_0/shards/b/R0/problems/ab000007/candidates/r0.png,64,64,61,61,63
TG07_I007,ab000007,1,AXES,5,results_b200_2/intent4_qwen36_27b_3seed_5r/repeat_1/shards/b/AXES/problems/ab000007/candidates/r5.png,72,67,69,69,71
