blind_id,task,condition,round,source,brief,visual_concept_imagery_score,visual_concept_imagery_reason,composition_hierarchy_score,composition_hierarchy_reason,typography_integration_score,typography_integration_reason,color_atmosphere_craft_score,color_atmosphere_craft_reason,overall_score,overall_reason
PG02_I04,task_02,SELF,1,results_b200_3/poster_aesthetic5/qwen36/experiment/SELF/task_02/round_01/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",65,"A stretched silhouette crossing linear traces provides recognizable movement energy, though the visual idea remains generic and lightly articulated.",74,"The centered figure and title are stable, but their overlap and the isolated bottom details compress the hierarchy into one crowded axis.",75,"The title reads clearly over the figure and the supporting information is present, but the subtitle and venue are extremely small and low-contrast.",77,"Soft motion blur and charcoal layering evoke movement, but the diffuse figure and middling contrast make the surface feel less resolved.",72,"In color and craft soft motion blur and charcoal layering evoke movement, but the diffuse figure and middling contrast make the surface feel less resolved. However, conceptually a stretched silhouette crossing linear traces provides recognizable movement energy, though the visual idea remains generic and lightly articulated."
PG02_I05,task_02,R0,0,results_b200_3/poster_aesthetic5/qwen36/experiment/SELF/task_02/r0.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",62,"The soft dancer silhouette supplies physical presence, but the blur and wave lines feel conventional rather than emotionally or conceptually distinctive.",76,"The central title reads clearly over the figure, though multiple horizontal lines and low-positioned event details flatten the eye path.",82,A clear title hierarchy and centered event block work well; the subtitle remains somewhat too small for comfortable distance reading.,80,A smoky black-gray palette and controlled diagonal beam create elegant stage atmosphere; the centered haze is slightly muddy.,74,"Typographically a clear title hierarchy and centered event block work well; the subtitle remains somewhat too small for comfortable distance reading. However, conceptually the soft dancer silhouette supplies physical presence, but the blur and wave lines feel conventional rather than emotionally or conceptually distinctive."
PG02_I06,task_02,AXES,4,results_b200_3/poster_aesthetic5/qwen36/experiment/AXES/task_02/round_04/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",58,"The narrow spotlight-like form implies restraint and stage atmosphere, but there is too little bodily imagery to embody the performance's core tension.",85,"Large left typography, a vertical body form, and bottom-right details create a confident asymmetric grid with clear scale progression.",78,"The oversized title is strong and expressive, while the date is clear; however, the subtitle/venue are tiny and a letter is awkwardly intersected by the figure.",78,"The blurred vertical silhouette feels airy and cinematic against deep black, but excessive softness reduces technical crispness and finish.",74,"Compositionally large left typography, a vertical body form, and bottom-right details create a confident asymmetric grid with clear scale progression. However, conceptually the narrow spotlight-like form implies restraint and stage atmosphere, but there is too little bodily imagery to embody the performance's core tension."
PG02_I07,task_02,CEN_MAD,1,results_b200_3/poster_aesthetic5/qwen36/experiment/CEN_MAD/task_02/round_01/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",74,"A long fragmented figure appears stretched between poise and disintegration, making the control-versus-release theme tangible and task-specific.",82,The upper-left title and angular figure create an expressive diagonal flow while secondary information remains cleanly grouped below.,83,"Bold title typography is well integrated with the angular figure, with complete supporting information arranged cleanly below.",79,"The white angular body and subtle gray fragments are coherent and energetic, although some highlights feel harsh and digitally flat.",79,"Typographically bold title typography is well integrated with the angular figure, with complete supporting information arranged cleanly below. However, conceptually a long fragmented figure appears stretched between poise and disintegration, making the control-versus-release theme tangible and task-specific."
PG02_I08,task_02,AXES,2,results_b200_3/poster_aesthetic5/qwen36/experiment/AXES/task_02/round_02/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",67,"The angular limb-like gesture and drifting fragments suggest constrained motion, though the body and emotional stakes remain somewhat ambiguous.",84,"The title, angled limb, and lower information form a crisp descending eye path with strong negative-space control.",86,"All required text is present in a polished title-subtitle-date-venue hierarchy, and the mixed italic/roman title treatment supports the dance theme.",83,"Warm charcoal-brown light, muted ochre planes, and restrained highlights produce a sophisticated theatrical atmosphere with convincing depth.",79,"Typographically all required text is present in a polished title-subtitle-date-venue hierarchy, and the mixed italic/roman title treatment supports the dance theme. However, conceptually the angular limb-like gesture and drifting fragments suggest constrained motion, though the body and emotional stakes remain somewhat ambiguous."
PG02_I09,task_02,FUSED,1,results_b200_3/poster_aesthetic5/qwen36/experiment/FUSED/task_02/round_01/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",72,"The segmented figure pushing through the title creates a clear image of a controlled body coming apart, with meaningful physical tension.",72,"The centered figure gives focus, but it intersects the title heavily and causes primary text and body silhouette to compete.",72,The title is readable but visibly interrupted by the figure and fragments; supporting text is complete yet very small.,81,"The bright gray figure emerges cleanly from rich black with controlled shadow, creating a polished monochrome stage effect.",74,"In color and craft the bright gray figure emerges cleanly from rich black with controlled shadow, creating a polished monochrome stage effect. However, conceptually the segmented figure pushing through the title creates a clear image of a controlled body coming apart, with meaningful physical tension."
PG02_I10,task_02,SELF,4,results_b200_3/poster_aesthetic5/qwen36/experiment/SELF/task_02/round_04/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",60,"The blurred dancer and fine motion lines communicate performance, but amount to a generic contemporary-dance visual rather than a memorable concept.",78,"A centered horizontal hierarchy is readable and balanced, though the blurred figure and tightly layered title reduce depth and focal separation.",84,The restrained centered title is clear and balanced with the blurred dancer; complete event details are cleanly separated at the bottom.,77,"The fogged white figure communicates weightlessness, but broad blur and low local contrast make the image look underfocused rather than intentionally finished.",74,"Typographically the restrained centered title is clear and balanced with the blurred dancer; complete event details are cleanly separated at the bottom. However, conceptually the blurred dancer and fine motion lines communicate performance, but amount to a generic contemporary-dance visual rather than a memorable concept."
PG02_I11,task_02,AXES,1,results_b200_3/poster_aesthetic5/qwen36/experiment/AXES/task_02/round_01/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",74,"The bent, fractured body conveys balance under stress and impending collapse, directly reflecting the requested physical and emotional tension.",84,"The left title and articulated central figure generate a dynamic but controlled sequence, with event details firmly anchoring the bottom corners.",78,"The title is large and dynamic, but figure fragments cut through letterforms and the small subtitle and venue reduce distance readability.",84,"Subtle olive-gold illumination and layered translucent planes enrich the monochrome base, giving the poster an elegant, crafted material quality.",79,"In color and craft subtle olive-gold illumination and layered translucent planes enrich the monochrome base, giving the poster an elegant, crafted material quality. However, conceptually the bent, fractured body conveys balance under stress and impending collapse, directly reflecting the requested physical and emotional tension."
PG02_I12,task_02,CEN_MAD,2,results_b200_3/poster_aesthetic5/qwen36/experiment/CEN_MAD/task_02/round_02/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",79,"The elegant abstract body form combines poised vertical control with a sweeping released base, producing a sophisticated and distinctive movement metaphor.",83,"The broad title block is well counterbalanced by the vertical figure, yielding clear distance hierarchy and purposeful asymmetry.",84,"A refined mixed-weight title and clean event footer remain legible, though the tiny subtitle is slightly underemphasized.",82,"The pale sculptural body, soft shadow, and minimal gray accents are smooth and gallery-polished, with pleasing tonal restraint.",82,"Typographically a refined mixed-weight title and clean event footer remain legible, though the tiny subtitle is slightly underemphasized. However, conceptually the elegant abstract body form combines poised vertical control with a sweeping released base, producing a sophisticated and distinctive movement metaphor."
PG02_I13,task_02,FUSED,5,results_b200_3/poster_aesthetic5/qwen36/experiment/FUSED/task_02/round_05/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",75,The faceted figure's segmented anatomy and poised gesture convincingly combine bodily discipline with fragmentation and emotional release.,76,"The diagonal title creates energy, but the cropped figure, edge-biased date, and limited lower structure make the frame feel less resolved.",72,"The bold title is readable but repeatedly crossed by the figure, while the subtitle and lower event details are too small.",81,A crisp white faceted figure against deep black provides strong sculptural contrast and a clean contemporary finish.,75,"In color and craft a crisp white faceted figure against deep black provides strong sculptural contrast and a clean contemporary finish. However, typographically the bold title is readable but repeatedly crossed by the figure, while the subtitle and lower event details are too small."
PG02_I14,task_02,CEN_MAD,5,results_b200_3/poster_aesthetic5/qwen36/experiment/CEN_MAD/task_02/round_05/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",83,"The smoky, dissolving dancer is a strong embodiment of a controlled human form releasing into unstable gesture, emotionally charged and specific to the brief.",72,"The smoke-like figure creates a strong vertical axis, but the title crowds the top border and supporting text is pushed to distant extremes.",60,"The title is compressed and visually tangled at the top, while the subtitle is nearly illegible; date and venue are clearer but disconnected.",75,"The smoky vertical trace has expressive atmosphere, but weak figure definition and coarse blur leave the rendering less technically resolved.",58,"Conceptually the smoky, dissolving dancer is a strong embodiment of a controlled human form releasing into unstable gesture, emotionally charged and specific to the brief. However, typographically the title is compressed and visually tangled at the top, while the subtitle is nearly illegible; date and venue are clearer but disconnected. This brief-critical communication failure caps the poster's overall success."
PG02_I15,task_02,CEN_MAD,4,results_b200_3/poster_aesthetic5/qwen36/experiment/CEN_MAD/task_02/round_04/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",82,The spectral body breaking into a turbulent vertical trail creates a memorable image of physical control giving way to expressive dissolution.,82,"The top-left title, central gesture, and bottom-right date form a balanced triangular eye path with ample breathing room.",81,"The title has good scale and motion-sensitive treatment, with complete event copy; the subtitle and venue remain too small.",79,"A delicate gray motion trace and restrained black field feel poetic and coherent, though the faint image lacks material richness.",81,"Compositionally the top-left title, central gesture, and bottom-right date form a balanced triangular eye path with ample breathing room. However, in color and craft a delicate gray motion trace and restrained black field feel poetic and coherent, though the faint image lacks material richness."
PG02_I16,task_02,SELF,3,results_b200_3/poster_aesthetic5/qwen36/experiment/SELF/task_02/round_03/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",60,"The softly blurred standing figure communicates dance atmosphere, but offers little distinctive narrative beyond generalized motion and presence.",80,"The centered hierarchy and blurred dancer read coherently, though the composition is conventional and the bottom details feel slightly detached.",86,"Excellent centered hierarchy, clean title spacing, and clearly separated date/venue details make this one of the most readable treatments.",78,"The translucent dancer and smoky floor glow establish a quiet stage mood, but the broad softness reduces visual precision.",75,"Typographically excellent centered hierarchy, clean title spacing, and clearly separated date/venue details make this one of the most readable treatments. However, conceptually the softly blurred standing figure communicates dance atmosphere, but offers little distinctive narrative beyond generalized motion and presence."
PG02_I17,task_02,FUSED,3,results_b200_3/poster_aesthetic5/qwen36/experiment/FUSED/task_02/round_03/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",68,"The stark figure and dark angular plane imply imbalance and restraint, though the emotional-release aspect is only modestly developed.",81,The figure and two-part title interlock into a clear central focus while the bottom information supplies a stable base.,76,"All required text is present and the title is highly readable, but the widely separated title lines and tiny subtitle weaken integration.",80,"Controlled grayscale shading and a softly modeled upright figure create an elegant, understated atmosphere with good tonal separation.",75,"Compositionally the figure and two-part title interlock into a clear central focus while the bottom information supplies a stable base. However, conceptually the stark figure and dark angular plane imply imbalance and restraint, though the emotional-release aspect is only modestly developed."
PG02_I18,task_02,CEN_MAD,3,results_b200_3/poster_aesthetic5/qwen36/experiment/CEN_MAD/task_02/round_03/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",80,"The low, fragmented body appears to collapse while retaining a poised structure, sharply capturing the requested tension through expressive abstraction.",86,"A disciplined left text column and low angular figure create excellent asymmetric balance, depth, and a clear top-to-bottom reading sequence.",83,"A disciplined title and event hierarchy integrates cleanly with the fragmented figure, though the subtitle is very small.",79,"The faceted dark figure and warm-gray planes are coherent and crafted, but restrained contrast makes parts of the form disappear.",82,"Compositionally a disciplined left text column and low angular figure create excellent asymmetric balance, depth, and a clear top-to-bottom reading sequence. However, in color and craft the faceted dark figure and warm-gray planes are coherent and crafted, but restrained contrast makes parts of the form disappear."
PG02_I19,task_02,FUSED,2,results_b200_3/poster_aesthetic5/qwen36/experiment/FUSED/task_02/round_02/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",73,"The disjointed geometric dancer communicates a body held together under motion, creating relevant tension despite a somewhat rudimentary figure language.",80,"The centered title and off-axis figure form a strong focal cluster, though their overlap slightly compresses the main message.",79,"The title remains readable despite the dancer crossing it, and the event details are complete; some letter collisions reduce polish.",82,"The sharply lit white figure, small fragments, and deep black ground form a crisp, high-finish contemporary dance aesthetic.",78,"In color and craft the sharply lit white figure, small fragments, and deep black ground form a crisp, high-finish contemporary dance aesthetic. However, conceptually the disjointed geometric dancer communicates a body held together under motion, creating relevant tension despite a somewhat rudimentary figure language."
PG02_I20,task_02,MAD,4,results_b200_3/poster_aesthetic5/qwen36/experiment/MAD/task_02/round_04/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",69,"The cropped, breaking figure has physical energy and a sense of escape, but its oversized partial form leaves the specific emotional premise less resolved.",82,"The oversized left title and bright cropped figure make a dramatic balanced split, with small details placed consistently at the lower-left.",75,"The oversized title is direct and readable, but it crowds the right edge and leaves the subtitle and footer details comparatively tiny.",83,"Bright white shards and a softly glowing sculptural body create strong material contrast and dramatic polish, with only slight edge clipping.",76,"In color and craft bright white shards and a softly glowing sculptural body create strong material contrast and dramatic polish, with only slight edge clipping. However, conceptually the cropped, breaking figure has physical energy and a sense of escape, but its oversized partial form leaves the specific emotional premise less resolved."
PG02_I21,task_02,SELF,5,results_b200_3/poster_aesthetic5/qwen36/experiment/SELF/task_02/round_05/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",61,"The hazy dancer reads immediately as performance imagery, yet the treatment is generic and does not strongly distinguish control from release.",77,"The centered title is immediately legible, but the symmetrical layout and narrow bottom information band create a comparatively flat eye path.",84,"Clear central title, complete supporting copy, and restrained type treatment produce strong readability, with only small subtitle sizing as a weakness.",81,"A luminous vertical body, dense black background, and disciplined grayscale treatment create a clean atmospheric spotlight effect.",75,"Typographically clear central title, complete supporting copy, and restrained type treatment produce strong readability, with only small subtitle sizing as a weakness. However, conceptually the hazy dancer reads immediately as performance imagery, yet the treatment is generic and does not strongly distinguish control from release."
PG02_I22,task_02,MAD,1,results_b200_3/poster_aesthetic5/qwen36/experiment/MAD/task_02/round_01/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",65,"The luminous figure emerging through the title suggests bodily motion and interruption, but remains more atmospheric than conceptually precise.",66,"A bright central figure dominates while the first title line recedes into near-black, breaking the intended headline hierarchy.",57,"The dancer obscures much of the already low-contrast title, producing poor distance readability even though the supporting copy appears present.",80,"The narrow white spotlight and subtle lavender edge against black feel theatrical and controlled, though the figure remains somewhat generic.",66,"In color and craft the narrow white spotlight and subtle lavender edge against black feel theatrical and controlled, though the figure remains somewhat generic. However, typographically the dancer obscures much of the already low-contrast title, producing poor distance readability even though the supporting copy appears present."
PG02_I23,task_02,FUSED,4,results_b200_3/poster_aesthetic5/qwen36/experiment/FUSED/task_02/round_04/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",75,The faceted figure's segmented anatomy and poised gesture convincingly combine bodily discipline with fragmentation and emotional release.,76,"The diagonal title creates energy, but the cropped figure, edge-biased date, and limited lower structure make the frame feel less resolved.",72,"The bold title is readable but repeatedly crossed by the figure, while the subtitle and lower event details are too small.",81,A crisp white faceted figure against deep black provides strong sculptural contrast and a clean contemporary finish.,75,"In color and craft a crisp white faceted figure against deep black provides strong sculptural contrast and a clean contemporary finish. However, typographically the bold title is readable but repeatedly crossed by the figure, while the subtitle and lower event details are too small."
PG02_I24,task_02,MAD,3,results_b200_3/poster_aesthetic5/qwen36/experiment/MAD/task_02/round_03/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",64,"A faint moving body and small shard introduce performance energy, but the imagery is too secondary to form a strong central concept.",82,"The large left title, soft central figure, and right-anchored details create a strong panoramic hierarchy with controlled asymmetry.",88,"The very large title, clearly separated subtitle, and compact but legible date/venue block create a strong promotional hierarchy.",82,"The narrow pink-white beam introduces a tasteful chromatic accent and refined glow, giving the otherwise monochrome field a polished stage atmosphere.",78,"Typographically the very large title, clearly separated subtitle, and compact but legible date/venue block create a strong promotional hierarchy. However, conceptually a faint moving body and small shard introduce performance energy, but the imagery is too secondary to form a strong central concept."
PG02_I25,task_02,SELF,2,results_b200_3/poster_aesthetic5/qwen36/experiment/SELF/task_02/round_02/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",62,"The blurred figure and contour lines suggest motion, though they rely on familiar dance-poster symbolism with limited task-specific insight.",78,"The centered title and walking figure give a clear focal stack, though the bottom text sits close to the edge and the middle is slightly congested.",82,"The title is clear and elegantly spaced across the dancer, with complete event information; subtitle size is the main limitation.",79,"Soft gray illumination and a ghosted dancer evoke air and motion, but the low contrast and haze leave some areas visually unfinished.",75,"Typographically the title is clear and elegantly spaced across the dancer, with complete event information; subtitle size is the main limitation. However, conceptually the blurred figure and contour lines suggest motion, though they rely on familiar dance-poster symbolism with limited task-specific insight."
