blind_id,repeat,task,condition,round,brief_intent_alignment,clarity_information_hierarchy,visual_system_craft,expressiveness_distinctiveness,overall
Q0404,1,ab000007,FUSED,2,62,67,64,66,63
Q0704,1,ab000007,FUSED,3,77,77,80,76,78
Q0861,1,ab000007,FUSED,4,78,78,81,77,79
Q0188,1,ab000007,FUSED,5,73,67,73,72,65
Q0780,1,ab000007,MAD,1,78,78,81,77,79
Q0459,1,ab000007,MAD,2,65,67,68,69,67
Q0425,1,ab000007,MAD,3,61,69,65,68,63
Q0473,1,ab000007,MAD,4,67,64,65,68,68
Q0305,1,ab000007,MAD,5,71,67,73,72,65
Q0526,1,ab000007,R0,0,66,68,67,66,68
Q0572,1,ab000007,SELF,1,61,63,68,69,65
Q0507,1,ab000007,SELF,2,64,69,67,68,61
Q0900,1,ab000007,SELF,3,72,72,75,71,70
Q0510,1,ab000007,SELF,4,66,64,66,70,66
Q0233,1,ab000007,SELF,5,68,67,73,72,65
Q0245,1,ab000008,AXES,1,78,71,74,73,69
Q0154,1,ab000008,AXES,2,71,71,78,71,69
Q0601,1,ab000008,AXES,3,78,74,79,77,78
Q0679,1,ab000008,AXES,4,79,79,82,83,80
Q0828,1,ab000008,AXES,5,78,78,81,82,79
Q0465,1,ab000008,CEN_MAD,1,80,81,83,80,80
Q0014,1,ab000008,CEN_MAD,2,78,71,80,70,69
Q0201,1,ab000008,CEN_MAD,3,78,71,79,75,69
Q0341,1,ab000008,CEN_MAD,4,82,78,81,81,76
Q0902,1,ab000008,CEN_MAD,5,83,83,86,87,84
Q0266,1,ab000008,FUSED,1,72,71,80,70,69
Q0290,1,ab000008,FUSED,2,73,71,74,73,69
Q0193,1,ab000008,FUSED,3,74,71,75,77,69
Q0273,1,ab000008,FUSED,4,81,71,79,75,69
Q0846,1,ab000008,FUSED,5,78,78,81,82,79
Q0620,1,ab000008,MAD,1,75,81,83,81,73
Q0258,1,ab000008,MAD,2,79,71,76,72,69
Q0737,1,ab000008,MAD,3,80,80,83,84,81
Q0927,1,ab000008,MAD,4,59,59,58,63,57
Q0246,1,ab000008,MAD,5,73,71,79,75,69
Q0590,1,ab000008,R0,0,77,74,78,79,81
Q0480,1,ab000008,SELF,1,78,82,75,77,77
Q0677,1,ab000008,SELF,2,83,83,86,87,84
Q0571,1,ab000008,SELF,3,80,75,82,84,73
Q0376,1,ab000008,SELF,4,74,76,75,81,79
Q0569,1,ab000008,SELF,5,79,79,80,78,73
Q0756,1,ab000009,AXES,1,72,74,75,71,70
Q0642,1,ab000009,AXES,2,75,77,78,74,76
Q0734,1,ab000009,AXES,3,80,82,83,79,81
Q0322,1,ab000009,AXES,4,72,73,72,78,73
Q0932,1,ab000009,AXES,5,80,82,83,79,81
Q0690,1,ab000009,CEN_MAD,1,78,80,81,77,79
Q0189,1,ab000009,CEN_MAD,2,66,65,67,63,63
Q0163,1,ab000009,CEN_MAD,3,75,65,72,65,63
Q0108,1,ab000009,CEN_MAD,4,75,65,67,63,63
Q0635,1,ab000009,CEN_MAD,5,80,82,83,79,81
Q0213,1,ab000009,FUSED,1,67,65,70,66,63
Q0897,1,ab000009,FUSED,2,78,80,81,77,79
Q0409,1,ab000009,FUSED,3,77,79,76,79,71
Q0917,1,ab000009,FUSED,4,74,76,77,73,72
Q0759,1,ab000009,FUSED,5,75,77,78,74,76
Q0574,1,ab000009,MAD,1,74,77,72,77,73
Q0263,1,ab000009,MAD,2,70,65,68,67,63
Q0547,1,ab000009,MAD,3,73,79,74,73,74
Q0371,1,ab000009,MAD,4,78,72,80,77,74
Q0401,1,ab000009,MAD,5,76,77,79,76,73
Q0892,1,ab000009,R0,0,66,68,69,65,64
Q0272,1,ab000009,SELF,1,69,65,68,67,63
Q0251,1,ab000009,SELF,2,75,65,71,70,63
Q0093,1,ab000009,SELF,3,73,65,73,69,63
Q0558,1,ab000009,SELF,4,73,76,78,78,70
Q0110,1,ab000009,SELF,5,65,65,68,67,63
Q0669,1,ab000010,AXES,1,71,71,74,70,69
Q0527,1,ab000010,AXES,2,76,77,74,77,75
Q0131,1,ab000010,AXES,3,73,68,77,67,66
Q0332,1,ab000010,AXES,4,73,71,72,72,69
Q0491,1,ab000010,AXES,5,77,70,77,76,70
Q0024,1,ab000010,CEN_MAD,1,69,68,73,69,66
Q0560,1,ab000010,CEN_MAD,2,73,76,74,78,73
Q0260,1,ab000010,CEN_MAD,3,77,68,74,73,66
Q0638,1,ab000010,CEN_MAD,4,70,70,73,69,68
Q0766,1,ab000010,CEN_MAD,5,75,75,78,74,76
Q0722,1,ab000010,FUSED,1,73,73,76,72,71
Q0744,1,ab000010,FUSED,2,74,74,77,73,72
Q0288,1,ab000010,FUSED,3,69,68,70,66,66
Q0164,1,ab000010,FUSED,4,73,68,71,70,66
Q0696,1,ab000010,FUSED,5,71,71,74,70,69
Q0818,1,ab000010,MAD,1,70,70,73,69,68
Q0361,1,ab000010,MAD,2,77,75,77,80,76
Q0113,1,ab000010,MAD,3,75,68,77,67,66
Q0229,1,ab000010,MAD,4,78,68,72,74,66
Q0629,1,ab000010,MAD,5,24,24,23,23,22
Q0146,1,ab000010,R0,0,75,68,71,70,66
Q0303,1,ab000010,SELF,1,71,68,73,69,66
Q0847,1,ab000010,SELF,2,75,75,78,74,76
Q0336,1,ab000010,SELF,3,77,72,71,77,76
Q0586,1,ab000010,SELF,4,77,74,76,78,74
Q0173,1,ab000010,SELF,5,72,68,71,70,66
Q0052,1,ab000011,AXES,1,74,70,80,73,68
Q0215,1,ab000011,AXES,2,73,70,76,75,68
Q0714,1,ab000011,AXES,3,74,74,77,73,72
Q0725,1,ab000011,AXES,4,79,79,82,78,80
Q0923,1,ab000011,AXES,5,79,79,82,78,80
Q0002,1,ab000011,CEN_MAD,1,71,70,73,72,68
Q0112,1,ab000011,CEN_MAD,2,71,70,74,76,68
Q0323,1,ab000011,CEN_MAD,3,65,73,69,70,69
Q0255,1,ab000011,CEN_MAD,4,71,70,78,74,68
Q0343,1,ab000011,CEN_MAD,5,73,65,74,70,67
Q0228,1,ab000011,FUSED,1,74,70,78,74,68
Q0627,1,ab000011,FUSED,2,48,48,47,47,46
Q0157,1,ab000011,FUSED,3,77,70,74,76,68
Q0479,1,ab000011,FUSED,4,72,66,70,67,66
Q0555,1,ab000011,FUSED,5,72,68,73,68,67
Q0132,1,ab000011,MAD,1,70,70,75,71,68
Q0415,1,ab000011,MAD,2,71,71,66,69,64
Q0589,1,ab000011,MAD,3,65,73,66,73,72
Q0241,1,ab000011,MAD,4,75,70,80,73,68
Q0184,1,ab000011,MAD,5,74,70,74,76,68
Q0877,1,ab000011,R0,0,47,47,46,46,45
Q0018,1,ab000011,SELF,1,79,70,72,68,68
Q0757,1,ab000011,SELF,2,78,78,81,77,79
Q0652,1,ab000011,SELF,3,72,72,75,71,70
Q0005,1,ab000011,SELF,4,78,70,79,69,68
Q0808,1,ab000011,SELF,5,75,75,78,74,76
Q0671,1,ab000012,AXES,1,76,76,79,75,77
Q0564,1,ab000012,AXES,2,78,73,73,73,73
Q0020,1,ab000012,AXES,3,82,72,75,74,70
Q0779,1,ab000012,AXES,4,76,76,79,75,77
Q0641,1,ab000012,AXES,5,73,73,76,72,71
Q0452,1,ab000012,CEN_MAD,1,78,71,79,75,73
Q0357,1,ab000012,CEN_MAD,2,70,75,75,74,76
Q0933,1,ab000012,CEN_MAD,3,74,74,77,73,72
Q0353,1,ab000012,CEN_MAD,4,73,74,74,79,69
Q0071,1,ab000012,CEN_MAD,5,80,72,78,77,70
Q0889,1,ab000012,FUSED,1,72,72,75,71,70
Q0306,1,ab000012,FUSED,2,82,72,74,70,70
Q0728,1,ab000012,FUSED,3,70,70,73,69,68
Q0864,1,ab000012,FUSED,4,68,68,71,67,66
Q0544,1,ab000012,FUSED,5,74,70,71,77,70
Q0835,1,ab000012,MAD,1,72,72,75,71,70
Q0079,1,ab000012,MAD,2,73,72,82,75,70
Q0613,1,ab000012,MAD,3,77,74,74,76,76
Q0270,1,ab000012,MAD,4,75,72,74,70,70
Q0898,1,ab000012,MAD,5,72,72,75,71,70
Q0920,1,ab000012,R0,0,73,73,76,72,71
Q0809,1,ab000012,SELF,1,70,70,73,69,68
Q0720,1,ab000012,SELF,2,68,68,71,67,66
Q0369,1,ab000012,SELF,3,75,78,73,80,73
Q0817,1,ab000012,SELF,4,72,72,75,71,70
Q0583,1,ab000012,SELF,5,70,71,75,72,69
Q0402,2,ab000001,AXES,1,76,80,75,82,79
Q0715,2,ab000001,AXES,2,77,79,80,76,78
Q0084,2,ab000001,AXES,3,82,73,81,77,71
Q0640,2,ab000001,AXES,4,83,85,86,82,84
Q0530,2,ab000001,AXES,5,74,77,75,75,79
Q0121,2,ab000001,CEN_MAD,1,73,73,77,79,71
Q0521,2,ab000001,CEN_MAD,2,73,74,74,78,79
Q0060,2,ab000001,CEN_MAD,3,81,73,78,74,71
Q0797,2,ab000001,CEN_MAD,4,84,86,87,83,85
Q0424,2,ab000001,CEN_MAD,5,76,78,81,81,76
Q0200,2,ab000001,FUSED,1,74,73,76,75,71
Q0202,2,ab000001,FUSED,2,75,73,77,79,71
Q0070,2,ab000001,FUSED,3,75,73,83,76,71
Q0707,2,ab000001,FUSED,4,84,86,87,83,85
Q0793,2,ab000001,FUSED,5,83,85,86,82,84
Q0524,2,ab000001,MAD,1,78,79,77,77,76
Q0319,2,ab000001,MAD,2,78,73,76,76,74
Q0408,2,ab000001,MAD,3,73,72,79,74,79
Q0762,2,ab000001,MAD,4,82,84,85,81,83
Q0692,2,ab000001,MAD,5,78,80,81,77,79
Q0135,2,ab000001,R0,0,80,73,75,71,71
Q0862,2,ab000001,SELF,1,80,82,83,79,81
Q0896,2,ab000001,SELF,2,84,86,87,83,85
Q0607,2,ab000001,SELF,3,73,79,75,76,75
Q0863,2,ab000001,SELF,4,78,80,81,77,79
Q0727,2,ab000001,SELF,5,80,82,83,79,81
Q0231,2,ab000002,AXES,1,71,71,76,72,69
Q0839,2,ab000002,AXES,2,79,79,82,78,80
Q0660,2,ab000002,AXES,3,77,77,80,76,78
Q0199,2,ab000002,AXES,4,77,71,78,71,69
Q0667,2,ab000002,AXES,5,81,81,84,80,82
Q0190,2,ab000002,CEN_MAD,1,78,71,78,71,69
Q0903,2,ab000002,CEN_MAD,2,77,77,80,76,78
Q0608,2,ab000002,CEN_MAD,3,70,75,76,69,66
Q0137,2,ab000002,CEN_MAD,4,79,71,74,73,69
Q0015,2,ab000002,CEN_MAD,5,73,71,76,72,69
Q0924,2,ab000002,FUSED,1,80,80,83,79,81
Q0152,2,ab000002,FUSED,2,81,71,77,76,69
Q0717,2,ab000002,FUSED,3,80,80,83,79,81
Q0523,2,ab000002,FUSED,4,70,74,76,73,74
Q0392,2,ab000002,FUSED,5,67,73,74,76,69
Q0373,2,ab000002,MAD,1,69,70,72,69,69
Q0512,2,ab000002,MAD,2,72,68,73,72,66
Q0138,2,ab000002,MAD,3,74,71,79,75,69
Q0576,2,ab000002,MAD,4,69,73,74,71,68
Q0337,2,ab000002,MAD,5,72,67,73,76,66
Q0799,2,ab000002,R0,0,78,78,81,77,79
Q0033,2,ab000002,SELF,1,71,71,76,72,69
Q0285,2,ab000002,SELF,2,76,71,76,72,69
Q0905,2,ab000002,SELF,3,82,82,85,81,83
Q0603,2,ab000002,SELF,4,75,71,69,74,69
Q0280,2,ab000002,SELF,5,79,71,78,71,69
Q0050,2,ab000003,AXES,1,72,69,78,68,67
Q0666,2,ab000003,AXES,2,71,71,74,70,69
Q0663,2,ab000003,AXES,3,77,77,80,76,78
Q0396,2,ab000003,AXES,4,65,68,65,67,67
Q0016,2,ab000003,AXES,5,77,69,79,72,67
Q0133,2,ab000003,CEN_MAD,1,75,69,79,72,67
Q0377,2,ab000003,CEN_MAD,2,71,69,72,70,63
Q0081,2,ab000003,CEN_MAD,3,71,69,71,67,67
Q0508,2,ab000003,CEN_MAD,4,64,69,70,68,63
Q0022,2,ab000003,CEN_MAD,5,69,69,73,75,67
Q0549,2,ab000003,FUSED,1,66,71,71,66,63
Q0420,2,ab000003,FUSED,2,64,72,68,71,64
Q0344,2,ab000003,FUSED,3,67,68,68,69,65
Q0296,2,ab000003,FUSED,4,74,69,75,74,67
Q0192,2,ab000003,FUSED,5,77,69,77,73,67
Q0909,2,ab000003,MAD,1,71,71,74,70,69
Q0406,2,ab000003,MAD,2,72,70,65,74,64
Q0095,2,ab000003,MAD,3,78,69,78,68,67
Q0368,2,ab000003,MAD,4,72,72,71,69,71
Q0511,2,ab000003,MAD,5,71,71,72,68,71
Q0379,2,ab000003,R0,0,71,64,70,74,71
Q0308,2,ab000003,SELF,1,69,69,72,71,67
Q0174,2,ab000003,SELF,2,79,69,77,73,67
Q0049,2,ab000003,SELF,3,77,69,73,75,67
Q0577,2,ab000003,SELF,4,64,68,73,73,64
Q0519,2,ab000003,SELF,5,69,67,69,69,63
Q0733,2,ab000004,AXES,1,69,69,72,68,67
Q0238,2,ab000004,AXES,2,84,75,79,81,73
Q0317,2,ab000004,AXES,3,75,72,77,79,72
Q0693,2,ab000004,AXES,4,68,68,71,67,66
Q0434,2,ab000004,AXES,5,73,72,75,82,72
Q0158,2,ab000004,CEN_MAD,1,77,75,84,74,73
Q0622,2,ab000004,CEN_MAD,2,73,80,76,79,72
Q0405,2,ab000004,CEN_MAD,3,80,78,76,75,75
Q0042,2,ab000004,CEN_MAD,4,85,75,80,76,73
Q0412,2,ab000004,CEN_MAD,5,78,72,81,74,79
Q0904,2,ab000004,FUSED,1,69,69,72,68,67
Q0856,2,ab000004,FUSED,2,75,75,78,74,76
Q0831,2,ab000004,FUSED,3,53,53,52,52,51
Q0894,2,ab000004,FUSED,4,71,71,74,70,69
Q0918,2,ab000004,FUSED,5,68,68,71,67,66
Q0563,2,ab000004,MAD,1,79,74,81,74,72
Q0143,2,ab000004,MAD,2,75,75,81,80,73
Q0252,2,ab000004,MAD,3,80,75,77,73,73
Q0382,2,ab000004,MAD,4,73,79,81,81,74
Q0749,2,ab000004,MAD,5,73,73,76,72,71
Q0316,2,ab000004,R0,0,80,80,74,77,75
Q0834,2,ab000004,SELF,1,74,74,77,73,72
Q0428,2,ab000004,SELF,2,80,75,79,79,71
Q0765,2,ab000004,SELF,3,68,68,71,67,66
Q0750,2,ab000004,SELF,4,71,71,74,70,69
Q0025,2,ab000004,SELF,5,82,75,85,78,73
Q0689,2,ab000005,AXES,1,72,72,75,71,70
Q0287,2,ab000005,AXES,2,67,61,67,66,59
Q0073,2,ab000005,AXES,3,70,61,68,61,59
Q0312,2,ab000005,AXES,4,63,61,66,62,59
Q0105,2,ab000005,AXES,5,64,61,66,62,59
Q0142,2,ab000005,CEN_MAD,1,66,61,71,64,59
Q0410,2,ab000005,CEN_MAD,2,67,70,70,71,70
Q0085,2,ab000005,CEN_MAD,3,65,61,65,67,59
Q0012,2,ab000005,CEN_MAD,4,67,61,69,65,59
Q0145,2,ab000005,CEN_MAD,5,62,61,68,61,59
Q0269,2,ab000005,FUSED,1,69,61,67,66,59
Q0211,2,ab000005,FUSED,2,62,61,65,67,59
Q0413,2,ab000005,FUSED,3,67,71,64,70,63
Q0700,2,ab000005,FUSED,4,68,68,71,67,66
Q0120,2,ab000005,FUSED,5,66,61,69,65,59
Q0936,2,ab000005,MAD,1,50,50,49,49,48
Q0086,2,ab000005,MAD,2,71,61,70,60,59
Q0338,2,ab000005,MAD,3,63,56,57,60,56
Q0299,2,ab000005,MAD,4,62,61,64,63,59
Q0931,2,ab000005,MAD,5,42,42,41,41,40
Q0829,2,ab000005,R0,0,71,71,74,70,69
Q0498,2,ab000005,SELF,1,70,71,68,68,65
Q0391,2,ab000005,SELF,2,56,58,64,60,60
Q0159,2,ab000005,SELF,3,69,61,66,62,59
Q0109,2,ab000005,SELF,4,66,61,68,61,59
Q0585,2,ab000005,SELF,5,59,64,57,63,55
Q0591,2,ab000006,AXES,1,75,73,74,76,67
Q0248,2,ab000006,AXES,2,71,68,77,67,66
Q0122,2,ab000006,AXES,3,74,68,77,67,66
Q0294,2,ab000006,AXES,4,72,68,73,69,66
Q0713,2,ab000006,AXES,5,82,82,85,86,83
Q0755,2,ab000006,CEN_MAD,1,79,79,82,83,80
Q0011,2,ab000006,CEN_MAD,2,68,68,71,70,66
Q0013,2,ab000006,CEN_MAD,3,69,68,72,74,66
Q0094,2,ab000006,CEN_MAD,4,71,68,72,74,66
Q0027,2,ab000006,CEN_MAD,5,76,68,70,66,66
Q0417,2,ab000006,FUSED,1,70,70,74,74,67
Q0250,2,ab000006,FUSED,2,72,68,78,71,66
Q0587,2,ab000006,FUSED,3,74,69,73,72,74
Q0648,2,ab000006,FUSED,4,77,77,80,81,78
Q0165,2,ab000006,FUSED,5,68,68,76,72,66
Q0150,2,ab000006,MAD,1,77,68,73,69,66
Q0460,2,ab000006,MAD,2,68,72,75,69,66
Q0208,2,ab000006,MAD,3,73,68,75,68,66
Q0358,2,ab000006,MAD,4,74,72,74,69,72
Q0674,2,ab000006,MAD,5,79,79,82,83,80
Q0795,2,ab000006,R0,0,80,80,83,84,81
Q0701,2,ab000006,SELF,1,79,79,82,83,80
Q0803,2,ab000006,SELF,2,82,82,85,86,83
Q0043,2,ab000006,SELF,3,73,68,78,71,66
Q0516,2,ab000006,SELF,4,70,74,71,69,67
Q0275,2,ab000006,SELF,5,68,68,77,67,66
Q0934,2,ab000007,AXES,1,62,62,61,61,60
Q0771,2,ab000007,AXES,2,78,78,81,77,79
Q0242,2,ab000007,AXES,3,67,67,73,72,65
Q0372,2,ab000007,AXES,4,61,67,63,68,67
Q0644,2,ab000007,AXES,5,80,80,83,79,81
Q0731,2,ab000007,CEN_MAD,1,77,77,80,76,78
Q0283,2,ab000007,CEN_MAD,2,71,67,71,73,65
Q0884,2,ab000007,CEN_MAD,3,77,77,80,76,78
Q0791,2,ab000007,CEN_MAD,4,74,74,77,73,72
Q0010,2,ab000007,CEN_MAD,5,72,67,74,67,65
Q0662,2,ab000007,FUSED,1,80,80,83,79,81
Q0522,2,ab000007,FUSED,2,58,54,54,61,51
Q0682,2,ab000007,FUSED,3,28,28,27,27,26
Q0746,2,ab000007,FUSED,4,27,27,26,26,25
Q0419,2,ab000007,FUSED,5,56,54,53,54,56
Q0610,2,ab000007,MAD,1,63,66,62,69,65
Q0716,2,ab000007,MAD,2,80,80,83,79,81
Q0769,2,ab000007,MAD,3,73,73,76,72,71
Q0320,2,ab000007,MAD,4,67,69,65,68,65
Q0592,2,ab000007,MAD,5,67,62,66,65,65
Q0103,2,ab000007,R0,0,69,67,71,73,65
Q0712,2,ab000007,SELF,1,79,79,82,78,80
Q0777,2,ab000007,SELF,2,75,75,78,74,76
Q0257,2,ab000007,SELF,3,69,67,76,66,65
Q0438,2,ab000007,SELF,4,62,69,70,66,61
Q0414,2,ab000007,SELF,5,65,64,68,64,62
Q0118,2,ab000008,AXES,1,75,71,78,71,69
Q0926,2,ab000008,AXES,2,80,80,83,84,81
Q0921,2,ab000008,AXES,3,81,81,84,85,82
Q0697,2,ab000008,AXES,4,79,79,82,83,80
Q0742,2,ab000008,AXES,5,79,79,82,83,80
Q0849,2,ab000008,CEN_MAD,1,81,81,84,85,82
Q0232,2,ab000008,CEN_MAD,2,77,71,81,74,69
Q0796,2,ab000008,CEN_MAD,3,79,79,82,83,80
Q0687,2,ab000008,CEN_MAD,4,81,81,84,85,82
Q0588,2,ab000008,CEN_MAD,5,74,74,81,78,75
Q0787,2,ab000008,FUSED,1,79,79,82,83,80
Q0088,2,ab000008,FUSED,2,71,71,81,74,69
Q0423,2,ab000008,FUSED,3,80,79,75,84,73
Q0821,2,ab000008,FUSED,4,83,83,86,87,84
Q0399,2,ab000008,FUSED,5,76,75,78,81,76
Q0130,2,ab000008,MAD,1,81,71,75,77,69
Q0528,2,ab000008,MAD,2,78,75,75,80,75
Q0209,2,ab000008,MAD,3,71,71,74,73,69
Q0087,2,ab000008,MAD,4,76,71,76,72,69
Q0097,2,ab000008,MAD,5,81,71,81,74,69
Q0753,2,ab000008,R0,0,84,84,87,88,85
Q0374,2,ab000008,SELF,1,74,78,79,83,79
Q0850,2,ab000008,SELF,2,79,79,82,83,80
Q0034,2,ab000008,SELF,3,77,71,81,74,69
Q0604,2,ab000008,SELF,4,77,79,78,76,77
Q0485,2,ab000008,SELF,5,75,77,83,80,78
Q0314,2,ab000009,AXES,1,79,74,75,81,77
Q0066,2,ab000009,AXES,2,65,65,73,69,63
Q0454,2,ab000009,AXES,3,71,71,75,78,70
Q0773,2,ab000009,AXES,4,74,76,77,73,72
Q0566,2,ab000009,AXES,5,78,79,76,75,71
Q0055,2,ab000009,CEN_MAD,1,65,65,72,65,63
Q0597,2,ab000009,CEN_MAD,2,77,71,73,78,72
Q0625,2,ab000009,CEN_MAD,3,73,75,76,72,71
Q0436,2,ab000009,CEN_MAD,4,76,75,72,79,74
Q0567,2,ab000009,CEN_MAD,5,78,74,78,73,74
Q0848,2,ab000009,FUSED,1,77,79,80,76,78
Q0540,2,ab000009,FUSED,2,76,76,80,73,72
Q0536,2,ab000009,FUSED,3,72,76,74,80,71
Q0487,2,ab000009,FUSED,4,75,75,72,73,74
Q0664,2,ab000009,FUSED,5,76,78,79,75,77
Q0800,2,ab000009,MAD,1,74,76,77,73,72
Q0282,2,ab000009,MAD,2,74,65,73,69,63
Q0096,2,ab000009,MAD,3,69,65,70,66,63
Q0497,2,ab000009,MAD,4,73,74,79,76,76
Q0816,2,ab000009,MAD,5,78,80,81,77,79
Q0580,2,ab000009,R0,0,74,73,73,77,76
Q0893,2,ab000009,SELF,1,77,79,80,76,78
Q0859,2,ab000009,SELF,2,73,75,76,72,71
Q0543,2,ab000009,SELF,3,77,72,79,75,75
Q0124,2,ab000009,SELF,4,72,65,75,68,63
Q0685,2,ab000009,SELF,5,79,81,82,78,80
Q0730,2,ab000010,AXES,1,75,75,78,74,76
Q0422,2,ab000010,AXES,2,75,76,77,74,77
Q0853,2,ab000010,AXES,3,72,72,75,71,70
Q0398,2,ab000010,AXES,4,75,71,73,78,76
Q0313,2,ab000010,AXES,5,70,74,73,80,75
Q0464,2,ab000010,CEN_MAD,1,76,78,76,80,72
Q0196,2,ab000010,CEN_MAD,2,78,68,78,71,66
Q0711,2,ab000010,CEN_MAD,3,68,68,71,67,66
Q0125,2,ab000010,CEN_MAD,4,70,68,74,73,66
Q0552,2,ab000010,CEN_MAD,5,50,55,52,55,49
Q0062,2,ab000010,FUSED,1,77,68,74,73,66
Q0375,2,ab000010,FUSED,2,53,51,57,51,51
Q0435,2,ab000010,FUSED,3,71,71,79,72,72
Q0672,2,ab000010,FUSED,4,74,74,77,73,72
Q0573,2,ab000010,FUSED,5,78,78,75,80,75
Q0327,2,ab000010,MAD,1,73,75,71,74,72
Q0456,2,ab000010,MAD,2,56,56,54,54,51
Q0276,2,ab000010,MAD,3,74,68,73,69,66
Q0347,2,ab000010,MAD,4,76,74,73,79,72
Q0767,2,ab000010,MAD,5,73,73,76,72,71
Q0811,2,ab000010,R0,0,62,62,61,61,60
Q0249,2,ab000010,SELF,1,77,68,73,69,66
Q0318,2,ab000010,SELF,2,52,55,56,54,54
Q0802,2,ab000010,SELF,3,44,44,43,43,42
Q0928,2,ab000010,SELF,4,47,47,46,46,45
Q0774,2,ab000010,SELF,5,68,68,71,67,66
Q0162,2,ab000011,AXES,1,74,70,72,68,68
Q0458,2,ab000011,AXES,2,73,65,72,68,66
Q0147,2,ab000011,AXES,3,72,70,78,74,68
Q0806,2,ab000011,AXES,4,79,79,82,78,80
Q0504,2,ab000011,AXES,5,73,70,70,68,71
Q0333,2,ab000011,CEN_MAD,1,67,68,72,69,66
Q0064,2,ab000011,CEN_MAD,2,80,70,77,70,68
Q0099,2,ab000011,CEN_MAD,3,70,70,72,68,68
Q0449,2,ab000011,CEN_MAD,4,69,70,67,69,72
Q0304,2,ab000011,CEN_MAD,5,79,70,80,73,68
Q0244,2,ab000011,FUSED,1,71,70,77,70,68
Q0529,2,ab000011,FUSED,2,67,66,66,73,71
Q0805,2,ab000011,FUSED,3,72,72,75,71,70
Q0102,2,ab000011,FUSED,4,77,70,78,74,68
Q0345,2,ab000011,FUSED,5,66,70,69,69,69
Q0650,2,ab000011,MAD,1,76,76,79,75,77
Q0764,2,ab000011,MAD,2,73,73,76,72,71
Q0463,2,ab000011,MAD,3,72,65,70,72,68
Q0387,2,ab000011,MAD,4,67,68,68,69,71
Q0888,2,ab000011,MAD,5,77,77,80,76,78
Q0925,2,ab000011,R0,0,75,75,78,74,76
Q0738,2,ab000011,SELF,1,71,71,74,70,69
Q0170,2,ab000011,SELF,2,78,70,76,75,68
Q0253,2,ab000011,SELF,3,70,70,77,70,68
Q0702,2,ab000011,SELF,4,71,71,74,70,69
Q0723,2,ab000011,SELF,5,74,74,77,73,72
Q0433,2,ab000012,AXES,1,70,77,79,80,74
Q0501,2,ab000012,AXES,2,77,78,75,76,73
Q0300,2,ab000012,AXES,3,79,72,80,76,70
Q0057,2,ab000012,AXES,4,73,72,80,76,70
Q0418,2,ab000012,AXES,5,77,78,78,72,75
Q0072,2,ab000012,CEN_MAD,1,75,72,74,70,70
Q0534,2,ab000012,CEN_MAD,2,75,77,77,72,71
Q0221,2,ab000012,CEN_MAD,3,78,72,81,71,70
Q0091,2,ab000012,CEN_MAD,4,79,72,79,72,70
Q0017,2,ab000012,CEN_MAD,5,75,72,78,77,70
Q0267,2,ab000012,FUSED,1,79,72,77,73,70
Q0446,2,ab000012,FUSED,2,77,73,76,74,72
Q0291,2,ab000012,FUSED,3,80,72,80,76,70
Q0254,2,ab000012,FUSED,4,78,72,75,74,70
Q0815,2,ab000012,FUSED,5,76,76,79,75,77
Q0556,2,ab000012,MAD,1,73,73,75,77,74
Q0810,2,ab000012,MAD,2,68,68,71,67,66
Q0335,2,ab000012,MAD,3,78,72,72,79,70
Q0350,2,ab000012,MAD,4,77,72,74,78,69
Q0546,2,ab000012,MAD,5,76,74,72,78,71
Q0812,2,ab000012,R0,0,73,73,76,72,71
Q0040,2,ab000012,SELF,1,81,72,76,78,70
Q0451,2,ab000012,SELF,2,78,73,77,77,74
Q0581,2,ab000012,SELF,3,71,78,76,78,72
Q0875,2,ab000012,SELF,4,73,73,76,72,71
Q0513,2,ab000012,SELF,5,75,78,74,72,77
